,folder,report,RTN,address,date_sampled,sample_id,lab,page,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
2399,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.78,,0.5329999999999999,ng/l,,0.5329999999999999
2400,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.78,,0.38,ng/l,,0.38
2401,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.78,,0.498,ng/l,,0.498
2402,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.78,,0.5760000000000001,ng/l,,0.5760000000000001
2403,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.78,,0.187,ng/l,,0.187
2404,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.78,,0.451,ng/l,,0.451
2405,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,11,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.78,,0.384,ng/l,,0.384
2406,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.79,,0.254,ng/l,,0.254
2407,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,0.323,1.79,,0.23600000000000002,ng/l,0.32299999999999995,0.23600000000000002
2408,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.79,,0.405,ng/l,,0.405
2409,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,0.251,1.79,,0.233,ng/l,0.251,0.233
2410,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.79,,0.43,ng/l,,0.43
2411,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.79,,0.064,ng/l,,0.064
2412,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.79,,0.5589999999999999,ng/l,,0.5589999999999999
2413,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.79,,0.42700000000000005,ng/l,,0.42700000000000005
2414,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,5.92,1.79,,0.441,ng/l,5.92,0.441
2415,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.79,,0.5770000000000001,ng/l,,0.5770000000000001
2416,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.79,,0.247,ng/l,,0.247
2417,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.79,,0.5379999999999999,ng/l,,0.5379999999999999
2418,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.79,,0.384,ng/l,,0.384
2419,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.79,,0.502,ng/l,,0.502
2420,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.79,,0.581,ng/l,,0.581
2421,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.79,,0.188,ng/l,,0.188
2422,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.79,,0.455,ng/l,,0.455
2423,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:20,264 CHEST EFF,Alpha,12,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.79,,0.387,ng/l,,0.387
2424,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.88,,0.267,ng/l,,0.267
2425,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.88,,0.248,ng/l,,0.248
2426,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.88,,0.426,ng/l,,0.426
2427,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.88,,0.245,ng/l,,0.245
2428,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.88,,0.452,ng/l,,0.452
2429,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.88,,0.067,ng/l,,0.067
2430,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.88,,0.5870000000000001,ng/l,,0.5870000000000001
2431,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.88,,0.44799999999999995,ng/l,,0.44799999999999995
2432,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.88,,0.46299999999999997,ng/l,,0.46299999999999997
2433,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.88,,0.606,ng/l,,0.606
2434,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.88,,0.259,ng/l,,0.259
2435,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.88,,0.565,ng/l,,0.565
2436,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.88,,0.40299999999999997,ng/l,,0.40299999999999997
2437,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.88,,0.527,ng/l,,0.527
2438,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.88,,0.61,ng/l,,0.61
2439,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.88,,0.198,ng/l,,0.198
2440,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.88,,0.478,ng/l,,0.478
2441,2-0021045 - Stow - MA Fire Academy/,L2112364 - 264 Chestnut Street.pdf,2-0021045,,03/12/21 09:15,FB 264 CHEST,Alpha,13,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.88,,0.40700000000000003,ng/l,,0.40700000000000003
2442,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,2.85,1.8,,0.256,ng/l,2.85,0.256
2443,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,128,1.8,,0.23800000000000002,ng/l,128.0,0.23800000000000002
2444,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.8,,0.408,ng/l,,0.408
2445,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,212,1.8,,0.235,ng/l,212.0,0.235
2446,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,1.80,1.8,,0.433,ng/l,1.8,0.433
2447,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.8,,0.065,ng/l,,0.065
2448,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,438,1.8,,0.563,ng/l,438.0,0.563
2449,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,72.2,1.8,,0.43,ng/l,72.2,0.43
2450,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,149,1.8,,0.444,ng/l,149.0,0.444
2451,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,4.48,1.8,,0.581,ng/l,4.48,0.581
2452,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,0.361,1.8,,0.248,ng/l,0.361,0.248
2453,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.8,,0.541,ng/l,,0.541
2454,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.8,,0.386,ng/l,,0.386
2455,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.8,,0.505,ng/l,,0.505
2456,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.8,,0.585,ng/l,,0.585
2457,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.8,,0.19,ng/l,,0.19
2458,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.8,,0.45799999999999996,ng/l,,0.45799999999999996
2459,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,7,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.8,,0.39,ng/l,,0.39
2460,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:20,290 CHEST,Alpha,8,Dw,5,PFOA,Perfluorooctanoic acid,335-67-1,465,,,,ng/l,465.0,
2461,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.81,,0.257,ng/l,,0.257
2462,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,0.434,1.81,,0.23800000000000002,ng/l,0.434,0.23800000000000002
2463,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.81,,0.409,ng/l,,0.409
2464,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,0.326,1.81,,0.235,ng/l,0.326,0.235
2465,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.81,,0.434,ng/l,,0.434
2466,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.81,,0.065,ng/l,,0.065
2467,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.81,,0.564,ng/l,,0.564
2468,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.81,,0.43,ng/l,,0.43
2469,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,1.34,1.81,,0.445,ng/l,1.34,0.445
2470,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.81,,0.5820000000000001,ng/l,,0.5820000000000001
2471,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.81,,0.249,ng/l,,0.249
2472,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.81,,0.5429999999999999,ng/l,,0.5429999999999999
2473,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.81,,0.387,ng/l,,0.387
2474,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.81,,0.506,ng/l,,0.506
2475,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.81,,0.586,ng/l,,0.586
2476,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.81,,0.19,ng/l,,0.19
2477,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.81,,0.45899999999999996,ng/l,,0.45899999999999996
2478,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:15,290 CHEST MID,Alpha,9,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.81,,0.391,ng/l,,0.391
2479,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.78,,0.253,ng/l,,0.253
2480,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,0.428,1.78,,0.23399999999999999,ng/l,0.428,0.23399999999999999
2481,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.78,,0.40299999999999997,ng/l,,0.40299999999999997
2482,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,0.428,1.78,,0.23199999999999998,ng/l,0.428,0.23199999999999998
2483,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.78,,0.428,ng/l,,0.428
2484,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.78,,0.064,ng/l,,0.064
2485,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.78,,0.556,ng/l,,0.556
2486,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.78,,0.424,ng/l,,0.424
2487,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,4.31,1.78,,0.43799999999999994,ng/l,4.31,0.43799999999999994
2488,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.78,,0.574,ng/l,,0.574
2489,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.78,,0.245,ng/l,,0.245
2490,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.78,,0.535,ng/l,,0.535
2491,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.78,,0.381,ng/l,,0.381
2492,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.78,,0.499,ng/l,,0.499
2493,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.78,,0.5770000000000001,ng/l,,0.5770000000000001
2494,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.78,,0.187,ng/l,,0.187
2495,2-0021045 - Stow - MA Fire Academy/,L2109458 - 290 Chestnut Street 2.pdf,2-0021045,,02/25/21 14:10,290 CHEST EFF,Alpha,10,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.78,,0.45299999999999996,ng/l,,0.45299999999999996
